city,latitude,longitude,population,Population with at least some secondary education (% ages 25 and older),Total population (millions),Sex ratio at birth (male to female births),"Foreign direct investment, net inflows (% of GDP)",Population ages 15?64 (millions),Inequality-adjusted education index,Private capital flows (% of GDP),"Life expectancy at birth, female (years)",Exports and imports (% of GDP),Total unemployment rate (female to male ratio),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Official entrance age to lower secondary education (years),"Gross enrolment ratio, lower secondary, female (%)","Gross enrolment ratio, lower secondary, male (%)","Gross enrolment ratio, pre-primary, both sexes (%)","Gross enrolment ratio, pre-primary, male (%)","Gross enrolment ratio, primary, gender parity index (GPI)","Gross enrolment ratio, secondary, gender parity index (GPI)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of primary education, female (%)",Internet users (per 100 people),"Labor force, female (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)",Percentage of enrolment in pre-primary education in private institutions (%),"Percentage of male students enrolled in primary education who are over-age, male (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Percentage of students enrolled in primary education who are over-age, both sexes (%)","Population, female (% of total)","Prevalence of HIV, total (% of population ages 15-49)","Primary completion rate, both sexes (%)","Primary completion rate, female (%)","Unemployment, male (% of male labor force) (modeled ILO estimate)",Dependency ratio,Industrial water withdrawal as % of total water withdrawal,Interannual variability (WRI),MDG 7.5. Freshwater withdrawal as % of total renewable water resources,SDG 6.4.2. Water Stress,country
Rochester,51.375,0.5,62982.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Sale,53.424,-2.322,134022.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Stanley,53.7145,-1.476,15314.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Wellington,52.7001,-2.5157,25554.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Windsor,51.4791,-0.6095,32608.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Algiers,36.7764,3.0586,3415811.0,38.92,43.053000000000004,1.05,2.9549807342618646,27.079,0.445,-3.0701361204639963,78.133,52.045,2.174,16.86,11,90.20618795590453,91.49779349196358,64.41395194890616,64.72607401520754,0.9426599740982059,1.0665772119650283,81.47540424696972,106.96893310546899,38.2,18.2646574375565,25.5,28.8542020518277,8.25737953186035,6.227960109710691,6.7323298454284695,49.5041411878566,0.1,105.799018859863,105.201553344727,9.89999961853027,3.5998971458,1.8256547505,2.3,84.0147424359,137.9203602082,Algeria
Batna,35.55,6.1667,290645.0,38.92,43.053000000000004,1.05,2.9549807342618646,27.079,0.445,-3.0701361204639963,78.133,52.045,2.174,16.86,11,90.20618795590453,91.49779349196358,64.41395194890616,64.72607401520754,0.9426599740982059,1.0665772119650283,81.47540424696972,106.96893310546899,38.2,18.2646574375565,25.5,28.8542020518277,8.25737953186035,6.227960109710691,6.7323298454284695,49.5041411878566,0.1,105.799018859863,105.201553344727,9.89999961853027,3.5998971458,1.8256547505,2.3,84.0147424359,137.9203602082,Algeria
Blida,36.4722,2.8333,331779.0,38.92,43.053000000000004,1.05,2.9549807342618646,27.079,0.445,-3.0701361204639963,78.133,52.045,2.174,16.86,11,90.20618795590453,91.49779349196358,64.41395194890616,64.72607401520754,0.9426599740982059,1.0665772119650283,81.47540424696972,106.96893310546899,38.2,18.2646574375565,25.5,28.8542020518277,8.25737953186035,6.227960109710691,6.7323298454284695,49.5041411878566,0.1,105.799018859863,105.201553344727,9.89999961853027,3.5998971458,1.8256547505,2.3,84.0147424359,137.9203602082,Algeria
Constantine,36.365,6.6147,448374.0,38.92,43.053000000000004,1.05,2.9549807342618646,27.079,0.445,-3.0701361204639963,78.133,52.045,2.174,16.86,11,90.20618795590453,91.49779349196358,64.41395194890616,64.72607401520754,0.9426599740982059,1.0665772119650283,81.47540424696972,106.96893310546899,38.2,18.2646574375565,25.5,28.8542020518277,8.25737953186035,6.227960109710691,6.7323298454284695,49.5041411878566,0.1,105.799018859863,105.201553344727,9.89999961853027,3.5998971458,1.8256547505,2.3,84.0147424359,137.9203602082,Algeria
Oran,35.6969,-0.6331,852000.0,38.92,43.053000000000004,1.05,2.9549807342618646,27.079,0.445,-3.0701361204639963,78.133,52.045,2.174,16.86,11,90.20618795590453,91.49779349196358,64.41395194890616,64.72607401520754,0.9426599740982059,1.0665772119650283,81.47540424696972,106.96893310546899,38.2,18.2646574375565,25.5,28.8542020518277,8.25737953186035,6.227960109710691,6.7323298454284695,49.5041411878566,0.1,105.799018859863,105.201553344727,9.89999961853027,3.5998971458,1.8256547505,2.3,84.0147424359,137.9203602082,Algeria
Ali Sabieh,11.1558,42.7125,37939.0,43.038642450723884,0.9740000000000001,1.04,3.9344833173873495,0.644,0.2820759181618515,-3.1308596754358566,69.357,298.26599999999996,1.0170000000000001,41.006,11,46.9380416870117,56.5846290588379,4.73976993560791,5.06150007247925,0.8884999752044681,0.8039500117301941,40.5276298522949,56.236881256103494,11.92243143,41.675316922050904,66.2,96.7133636474609,13.367730140686,8.627260208129881,13.3079099655151,49.8000892805155,1.4,63.6601409912109,59.143970489502,5.5,0.0,0.0,4.3,6.333333333300001,6.333333333300001,Djibouti
Dikhil,11.1086,42.3667,35000.0,43.038642450723884,0.9740000000000001,1.04,3.9344833173873495,0.644,0.2820759181618515,-3.1308596754358566,69.357,298.26599999999996,1.0170000000000001,41.006,11,46.9380416870117,56.5846290588379,4.73976993560791,5.06150007247925,0.8884999752044681,0.8039500117301941,40.5276298522949,56.236881256103494,11.92243143,41.675316922050904,66.2,96.7133636474609,13.367730140686,8.627260208129881,13.3079099655151,49.8000892805155,1.4,63.6601409912109,59.143970489502,5.5,0.0,0.0,4.3,6.333333333300001,6.333333333300001,Djibouti
Djibouti,11.595,43.1481,562000.0,43.038642450723884,0.9740000000000001,1.04,3.9344833173873495,0.644,0.2820759181618515,-3.1308596754358566,69.357,298.26599999999996,1.0170000000000001,41.006,11,46.9380416870117,56.5846290588379,4.73976993560791,5.06150007247925,0.8884999752044681,0.8039500117301941,40.5276298522949,56.236881256103494,11.92243143,41.675316922050904,66.2,96.7133636474609,13.367730140686,8.627260208129881,13.3079099655151,49.8000892805155,1.4,63.6601409912109,59.143970489502,5.5,0.0,0.0,4.3,6.333333333300001,6.333333333300001,Djibouti
Obock,11.9667,43.2833,21200.0,43.038642450723884,0.9740000000000001,1.04,3.9344833173873495,0.644,0.2820759181618515,-3.1308596754358566,69.357,298.26599999999996,1.0170000000000001,41.006,11,46.9380416870117,56.5846290588379,4.73976993560791,5.06150007247925,0.8884999752044681,0.8039500117301941,40.5276298522949,56.236881256103494,11.92243143,41.675316922050904,66.2,96.7133636474609,13.367730140686,8.627260208129881,13.3079099655151,49.8000892805155,1.4,63.6601409912109,59.143970489502,5.5,0.0,0.0,4.3,6.333333333300001,6.333333333300001,Djibouti
Tadjourah,11.7833,42.8833,14820.0,43.038642450723884,0.9740000000000001,1.04,3.9344833173873495,0.644,0.2820759181618515,-3.1308596754358566,69.357,298.26599999999996,1.0170000000000001,41.006,11,46.9380416870117,56.5846290588379,4.73976993560791,5.06150007247925,0.8884999752044681,0.8039500117301941,40.5276298522949,56.236881256103494,11.92243143,41.675316922050904,66.2,96.7133636474609,13.367730140686,8.627260208129881,13.3079099655151,49.8000892805155,1.4,63.6601409912109,59.143970489502,5.5,0.0,0.0,4.3,6.333333333300001,6.333333333300001,Djibouti
Almaty,43.25,76.9,1806833.0,99.459,18.551,1.07,1.992,11.774000000000001,0.804,0.27699999999999997,77.669,64.432,1.304,48.562,11,112.259803771973,110.86121368408199,60.3708000183105,57.292518615722706,1.00112998485565,1.0346200466156,103.30549621581999,111.32511901855499,72.9,48.5674184158593,12.6,24.62881061076616,0.883920013904572,0.0362900011241436,0.796639978885651,51.576082669845704,0.2,113.007011413574,113.04876708984399,4.19999980926514,40.642007194899996,28.5632489469,2.3,20.7084217323,31.1373092926,Kazakhstan
Nur-Sultan,51.1333,71.4333,1078362.0,99.459,18.551,1.07,1.992,11.774000000000001,0.804,0.27699999999999997,77.669,64.432,1.304,48.562,11,112.259803771973,110.86121368408199,60.3708000183105,57.292518615722706,1.00112998485565,1.0346200466156,103.30549621581999,111.32511901855499,72.9,48.5674184158593,12.6,24.62881061076616,0.883920013904572,0.0362900011241436,0.796639978885651,51.576082669845704,0.2,113.007011413574,113.04876708984399,4.19999980926514,40.642007194899996,28.5632489469,2.3,20.7084217323,31.1373092926,Kazakhstan
Qaraghandy,49.8,73.1167,501129.0,99.459,18.551,1.07,1.992,11.774000000000001,0.804,0.27699999999999997,77.669,64.432,1.304,48.562,11,112.259803771973,110.86121368408199,60.3708000183105,57.292518615722706,1.00112998485565,1.0346200466156,103.30549621581999,111.32511901855499,72.9,48.5674184158593,12.6,24.62881061076616,0.883920013904572,0.0362900011241436,0.796639978885651,51.576082669845704,0.2,113.007011413574,113.04876708984399,4.19999980926514,40.642007194899996,28.5632489469,2.3,20.7084217323,31.1373092926,Kazakhstan
Shymkent,42.3,69.6,1018974.0,99.459,18.551,1.07,1.992,11.774000000000001,0.804,0.27699999999999997,77.669,64.432,1.304,48.562,11,112.259803771973,110.86121368408199,60.3708000183105,57.292518615722706,1.00112998485565,1.0346200466156,103.30549621581999,111.32511901855499,72.9,48.5674184158593,12.6,24.62881061076616,0.883920013904572,0.0362900011241436,0.796639978885651,51.576082669845704,0.2,113.007011413574,113.04876708984399,4.19999980926514,40.642007194899996,28.5632489469,2.3,20.7084217323,31.1373092926,Kazakhstan
Taraz,42.8833,71.3667,406262.0,99.459,18.551,1.07,1.992,11.774000000000001,0.804,0.27699999999999997,77.669,64.432,1.304,48.562,11,112.259803771973,110.86121368408199,60.3708000183105,57.292518615722706,1.00112998485565,1.0346200466156,103.30549621581999,111.32511901855499,72.9,48.5674184158593,12.6,24.62881061076616,0.883920013904572,0.0362900011241436,0.796639978885651,51.576082669845704,0.2,113.007011413574,113.04876708984399,4.19999980926514,40.642007194899996,28.5632489469,2.3,20.7084217323,31.1373092926,Kazakhstan
Alytus,54.4014,24.0492,51534.0,95.88600000000001,2.76,1.06,2.496,1.786,0.863,-6.454,81.37100000000001,150.58100000000002,0.985,51.473,11,103.521446228027,108.00666809081999,91.31036376953129,92.0762786865234,1.00435996055603,0.961189985275269,114.214210510254,103.39730834960899,71.378,50.4652111813916,5.1,3.2191200256347696,1.24144005775452,0.42300000786781294,1.03390002250671,53.949551743485095,0.2,102.175079345703,102.986488342285,10.1000003814697,36.897959183699996,26.911196911199998,1.1,1.0571428570999999,1.8673395818,Lithuania
Kaunas,54.9,23.9333,288466.0,95.88600000000001,2.76,1.06,2.496,1.786,0.863,-6.454,81.37100000000001,150.58100000000002,0.985,51.473,11,103.521446228027,108.00666809081999,91.31036376953129,92.0762786865234,1.00435996055603,0.961189985275269,114.214210510254,103.39730834960899,71.378,50.4652111813916,5.1,3.2191200256347696,1.24144005775452,0.42300000786781294,1.03390002250671,53.949551743485095,0.2,102.175079345703,102.986488342285,10.1000003814697,36.897959183699996,26.911196911199998,1.1,1.0571428570999999,1.8673395818,Lithuania
Vilnius,54.6833,25.2833,574147.0,95.88600000000001,2.76,1.06,2.496,1.786,0.863,-6.454,81.37100000000001,150.58100000000002,0.985,51.473,11,103.521446228027,108.00666809081999,91.31036376953129,92.0762786865234,1.00435996055603,0.961189985275269,114.214210510254,103.39730834960899,71.378,50.4652111813916,5.1,3.2191200256347696,1.24144005775452,0.42300000786781294,1.03390002250671,53.949551743485095,0.2,102.175079345703,102.986488342285,10.1000003814697,36.897959183699996,26.911196911199998,1.1,1.0571428570999999,1.8673395818,Lithuania
Amadora,38.75,-9.2333,175136.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
Braga,41.5333,-8.4167,181494.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
Castelo Branco,39.823,-7.4931,56109.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
Estoril,38.7057,-9.3977,26399.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
Estremoz,38.8422,-7.5881,14318.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
Guimarães,41.445,-8.2908,158124.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
Lagos,37.1,-8.6667,31049.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
Lisbon,38.7452,-9.1604,506654.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
Matosinhos,41.2077,-8.6674,175478.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
Mirandela,41.4833,-7.1833,23850.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
Porto,41.1495,-8.6108,237591.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
Santa Cruz,32.675,-16.8309,43005.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
Santarém,39.2369,-8.685,62200.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
São João da Madeira,40.9,-8.5,21713.0,54.303000000000004,10.226,1.06,3.48,6.585,0.653,0.306,84.853,87.641,1.209,49.872,12,116.47997283935499,121.518592834473,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,68.6329,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,92.67149700325115,12.1000003814697,50.904392764899995,13.3922580761,2.3,11.8165374677,18.3765320474,Portugal
